qid,category,correct_answer,tone,model,run,num_options,question_idx,response_raw,extracted,extraction_strategy,correct,extraction_failed,timestamp
6437,health,D,Very Polite,gpt-5.2,0,4,45,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.630471
6806,health,G,Very Polite,gpt-5.2,0,10,46,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.630471
6503,health,C,Very Polite,gpt-5.2,0,10,47,D,D,Strategy 1: Exact single letter,False,False,2026-02-08T22:50:13.630471
6813,health,C,Very Polite,gpt-5.2,0,10,48,H,H,Strategy 1: Exact single letter,False,False,2026-02-08T22:50:13.631471
6537,health,B,Very Polite,gpt-5.2,0,10,49,C,C,Strategy 1: Exact single letter,False,False,2026-02-08T22:50:13.631471
6604,health,A,Very Polite,gpt-5.2,0,10,50,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.631471
4942,history,F,Very Polite,gpt-5.2,0,10,51,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.631471
4868,history,I,Very Polite,gpt-5.2,0,10,52,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.631471
4715,history,F,Very Polite,gpt-5.2,0,9,53,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.632470
4724,history,B,Very Polite,gpt-5.2,0,10,54,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.632470
4726,history,C,Very Polite,gpt-5.2,0,10,55,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.632470
4708,history,F,Very Polite,gpt-5.2,0,10,56,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.632470
4839,history,B,Very Polite,gpt-5.2,0,4,57,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.632470
1200,law,D,Very Polite,gpt-5.2,0,7,58,E,E,Strategy 1: Exact single letter,False,False,2026-02-08T22:50:13.633471
1569,law,A,Very Polite,gpt-5.2,0,9,59,G,G,Strategy 1: Exact single letter,False,False,2026-02-08T22:50:13.633471
1286,law,C,Very Polite,gpt-5.2,0,4,60,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.633471
1601,law,G,Very Polite,gpt-5.2,0,10,61,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.633471
1114,law,B,Very Polite,gpt-5.2,0,10,62,C,C,Strategy 1: Exact single letter,False,False,2026-02-08T22:50:13.633471
1642,law,C,Very Polite,gpt-5.2,0,10,63,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.633471
962,law,G,Very Polite,gpt-5.2,0,9,64,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.634471
8058,math,I,Very Polite,gpt-5.2,0,10,65,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.635486
7952,math,B,Very Polite,gpt-5.2,0,10,66,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.635486
7999,math,G,Very Polite,gpt-5.2,0,10,67,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.635486
8324,math,A,Very Polite,gpt-5.2,0,10,68,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.636473
8269,math,A,Very Polite,gpt-5.2,0,10,69,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.636473
8474,math,B,Very Polite,gpt-5.2,0,10,70,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.636473
8992,math,F,Very Polite,gpt-5.2,0,10,71,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.636473
5384,other,F,Very Polite,gpt-5.2,0,10,72,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.637471
5938,other,F,Very Polite,gpt-5.2,0,10,73,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.637471
5090,other,C,Very Polite,gpt-5.2,0,10,74,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.637471
5913,other,H,Very Polite,gpt-5.2,0,10,75,H,H,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.637471
5354,other,D,Very Polite,gpt-5.2,0,9,76,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.637471
5123,other,B,Very Polite,gpt-5.2,0,7,77,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.637471
5275,other,D,Very Polite,gpt-5.2,0,7,78,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.638470
11245,philosophy,A,Very Polite,gpt-5.2,0,10,79,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.638470
10850,philosophy,J,Very Polite,gpt-5.2,0,10,80,J,J,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.638470
11011,philosophy,C,Very Polite,gpt-5.2,0,4,81,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.638470
10952,philosophy,G,Very Polite,gpt-5.2,0,9,82,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.639471
11017,philosophy,A,Very Polite,gpt-5.2,0,10,83,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.639471
11210,philosophy,F,Very Polite,gpt-5.2,0,10,84,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.639471
10932,philosophy,A,Very Polite,gpt-5.2,0,4,85,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.640476
10287,physics,A,Very Polite,gpt-5.2,0,10,86,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.640476
9622,physics,F,Very Polite,gpt-5.2,0,10,87,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.640476
10219,physics,I,Very Polite,gpt-5.2,0,10,88,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.640476
9767,physics,A,Very Polite,gpt-5.2,0,10,89,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.641474
9605,physics,G,Very Polite,gpt-5.2,0,10,90,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.641474
9674,physics,C,Very Polite,gpt-5.2,0,10,91,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.641474
9947,physics,G,Very Polite,gpt-5.2,0,10,92,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.642472
2694,psychology,F,Very Polite,gpt-5.2,0,10,93,G,G,Strategy 1: Exact single letter,False,False,2026-02-08T22:50:13.642472
2663,psychology,C,Very Polite,gpt-5.2,0,10,94,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.643472
2052,psychology,B,Very Polite,gpt-5.2,0,10,95,D,D,Strategy 1: Exact single letter,False,False,2026-02-08T22:50:13.643472
2526,psychology,A,Very Polite,gpt-5.2,0,10,96,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.643472
2055,psychology,G,Very Polite,gpt-5.2,0,10,97,D,D,Strategy 1: Exact single letter,False,False,2026-02-08T22:50:13.643472
2615,psychology,F,Very Polite,gpt-5.2,0,9,98,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.643472
2337,psychology,D,Very Polite,gpt-5.2,0,6,99,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:50:13.644472
2926,biology,I,Polite,gpt-5.2,0,10,0,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.943309
3139,biology,I,Polite,gpt-5.2,0,10,1,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.944309
2845,biology,B,Polite,gpt-5.2,0,10,2,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.944309
3445,biology,F,Polite,gpt-5.2,0,10,3,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.944309
3323,biology,A,Polite,gpt-5.2,0,8,4,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.944309
3341,biology,G,Polite,gpt-5.2,0,10,5,F,F,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.945308
2871,biology,J,Polite,gpt-5.2,0,10,6,J,J,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.945308
3309,biology,D,Polite,gpt-5.2,0,10,7,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.945308
586,business,F,Polite,gpt-5.2,0,10,8,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.945308
109,business,J,Polite,gpt-5.2,0,10,9,J,J,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.946308
283,business,F,Polite,gpt-5.2,0,10,10,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.946308
271,business,C,Polite,gpt-5.2,0,10,11,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.946308
307,business,I,Polite,gpt-5.2,0,10,12,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.946308
287,business,G,Polite,gpt-5.2,0,10,13,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.947309
644,business,F,Polite,gpt-5.2,0,10,14,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.947309
425,business,I,Polite,gpt-5.2,0,10,15,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.947309
4315,chemistry,J,Polite,gpt-5.2,0,10,16,J,J,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.947309
4433,chemistry,G,Polite,gpt-5.2,0,10,17,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.947309
3941,chemistry,B,Polite,gpt-5.2,0,10,18,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.948308
3996,chemistry,H,Polite,gpt-5.2,0,10,19,H,H,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.948308
4277,chemistry,A,Polite,gpt-5.2,0,10,20,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.948308
3635,chemistry,C,Polite,gpt-5.2,0,4,21,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.948308
4052,chemistry,E,Polite,gpt-5.2,0,10,22,G,G,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.949308
10532,computer science,B,Polite,gpt-5.2,0,10,23,I,I,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.949308
10496,computer science,G,Polite,gpt-5.2,0,10,24,H,H,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.949308
10485,computer science,I,Polite,gpt-5.2,0,10,25,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.949308
10453,computer science,G,Polite,gpt-5.2,0,10,26,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.949308
10431,computer science,I,Polite,gpt-5.2,0,10,27,G,G,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.950309
10391,computer science,J,Polite,gpt-5.2,0,10,28,J,J,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.950309
10744,computer science,D,Polite,gpt-5.2,0,10,29,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.951309
7329,economics,B,Polite,gpt-5.2,0,10,30,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.951309
7044,economics,C,Polite,gpt-5.2,0,10,31,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.951309
7462,economics,E,Polite,gpt-5.2,0,10,32,E,E,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.951309
7580,economics,J,Polite,gpt-5.2,0,10,33,J,J,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.951309
6890,economics,D,Polite,gpt-5.2,0,9,34,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.952704
7077,economics,J,Polite,gpt-5.2,0,10,35,J,J,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.953722
7640,economics,G,Polite,gpt-5.2,0,10,36,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.954721
11862,engineering,C,Polite,gpt-5.2,0,10,37,I,I,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.955719
11546,engineering,A,Polite,gpt-5.2,0,10,38,J,J,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.955719
11675,engineering,B,Polite,gpt-5.2,0,10,39,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.956713
11782,engineering,B,Polite,gpt-5.2,0,10,40,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.956713
11355,engineering,A,Polite,gpt-5.2,0,10,41,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.956713
12193,engineering,C,Polite,gpt-5.2,0,4,42,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.956713
12072,engineering,G,Polite,gpt-5.2,0,10,43,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.957713
6089,health,B,Polite,gpt-5.2,0,10,44,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.957713
6437,health,D,Polite,gpt-5.2,0,4,45,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.957713
6806,health,G,Polite,gpt-5.2,0,10,46,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.957713
6503,health,C,Polite,gpt-5.2,0,10,47,J,J,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.957713
6813,health,C,Polite,gpt-5.2,0,10,48,H,H,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.958711
6537,health,B,Polite,gpt-5.2,0,10,49,C,C,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.958711
6604,health,A,Polite,gpt-5.2,0,10,50,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.958711
4942,history,F,Polite,gpt-5.2,0,10,51,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.958711
4868,history,I,Polite,gpt-5.2,0,10,52,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.959712
4715,history,F,Polite,gpt-5.2,0,9,53,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.959712
4724,history,B,Polite,gpt-5.2,0,10,54,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.959712
4726,history,C,Polite,gpt-5.2,0,10,55,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.959712
4708,history,F,Polite,gpt-5.2,0,10,56,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.960712
4839,history,B,Polite,gpt-5.2,0,4,57,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.960712
1200,law,D,Polite,gpt-5.2,0,7,58,E,E,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.960712
1569,law,A,Polite,gpt-5.2,0,9,59,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.960712
1286,law,C,Polite,gpt-5.2,0,4,60,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.960712
1601,law,G,Polite,gpt-5.2,0,10,61,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.960712
1114,law,B,Polite,gpt-5.2,0,10,62,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.961712
1642,law,C,Polite,gpt-5.2,0,10,63,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.961712
962,law,G,Polite,gpt-5.2,0,9,64,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.961712
8058,math,I,Polite,gpt-5.2,0,10,65,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.962713
7952,math,B,Polite,gpt-5.2,0,10,66,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.962713
7999,math,G,Polite,gpt-5.2,0,10,67,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.962713
8324,math,A,Polite,gpt-5.2,0,10,68,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.963713
8269,math,A,Polite,gpt-5.2,0,10,69,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.963713
8474,math,B,Polite,gpt-5.2,0,10,70,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.963713
8992,math,F,Polite,gpt-5.2,0,10,71,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.963713
5384,other,F,Polite,gpt-5.2,0,10,72,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.963713
5938,other,F,Polite,gpt-5.2,0,10,73,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.963713
5090,other,C,Polite,gpt-5.2,0,10,74,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.964711
5913,other,H,Polite,gpt-5.2,0,10,75,H,H,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.964711
5354,other,D,Polite,gpt-5.2,0,9,76,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.964711
5123,other,B,Polite,gpt-5.2,0,7,77,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.964711
5275,other,D,Polite,gpt-5.2,0,7,78,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.964711
11245,philosophy,A,Polite,gpt-5.2,0,10,79,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.964711
10850,philosophy,J,Polite,gpt-5.2,0,10,80,J,J,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.965712
11011,philosophy,C,Polite,gpt-5.2,0,4,81,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.965712
10952,philosophy,G,Polite,gpt-5.2,0,9,82,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.965712
11017,philosophy,A,Polite,gpt-5.2,0,10,83,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.965712
11210,philosophy,F,Polite,gpt-5.2,0,10,84,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.965712
10932,philosophy,A,Polite,gpt-5.2,0,4,85,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.967204
10287,physics,A,Polite,gpt-5.2,0,10,86,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.967204
9622,physics,F,Polite,gpt-5.2,0,10,87,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.967204
10219,physics,I,Polite,gpt-5.2,0,10,88,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.967204
9767,physics,A,Polite,gpt-5.2,0,10,89,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.968392
9605,physics,G,Polite,gpt-5.2,0,10,90,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.968392
9674,physics,C,Polite,gpt-5.2,0,10,91,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.968392
9947,physics,G,Polite,gpt-5.2,0,10,92,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.968392
2694,psychology,F,Polite,gpt-5.2,0,10,93,G,G,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.968392
2663,psychology,C,Polite,gpt-5.2,0,10,94,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.969398
2052,psychology,B,Polite,gpt-5.2,0,10,95,D,D,Strategy 1: Exact single letter,False,False,2026-02-08T22:53:30.969398
2526,psychology,A,Polite,gpt-5.2,0,10,96,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.969398
2055,psychology,G,Polite,gpt-5.2,0,10,97,G,G,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.969398
2615,psychology,F,Polite,gpt-5.2,0,9,98,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.970397
2337,psychology,D,Polite,gpt-5.2,0,6,99,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:53:30.970397
2926,biology,I,Neutral,gpt-5.2,0,10,0,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.632249
3139,biology,I,Neutral,gpt-5.2,0,10,1,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.633242
2845,biology,B,Neutral,gpt-5.2,0,10,2,B,B,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.634343
3445,biology,F,Neutral,gpt-5.2,0,10,3,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.635229
3323,biology,A,Neutral,gpt-5.2,0,8,4,A,A,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.635229
3341,biology,G,Neutral,gpt-5.2,0,10,5,F,F,Strategy 1: Exact single letter,False,False,2026-02-08T22:56:06.635229
2871,biology,J,Neutral,gpt-5.2,0,10,6,J,J,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.636274
3309,biology,D,Neutral,gpt-5.2,0,10,7,D,D,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.636274
586,business,F,Neutral,gpt-5.2,0,10,8,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.636274
109,business,J,Neutral,gpt-5.2,0,10,9,J,J,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.636274
283,business,F,Neutral,gpt-5.2,0,10,10,F,F,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.636274
271,business,C,Neutral,gpt-5.2,0,10,11,C,C,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.637225
307,business,I,Neutral,gpt-5.2,0,10,12,I,I,Strategy 1: Exact single letter,True,False,2026-02-08T22:56:06.637225
