qid,category,correct,tone,model,run,num_options,response_raw,extracted,extraction_failed,timestamp
11862,engineering,False,Very Rude,sonnet-4.5,0,10,"To solve this problem, I need to find the diameter that can withstand both steady and fluctu",I,False,2026-02-08T14:35:02.123319
6089,health,True,Very Rude,sonnet-4.5,0,10,B,B,False,2026-02-08T14:35:02.123319
4942,history,True,Very Rude,sonnet-4.5,0,10,F,F,False,2026-02-08T14:35:02.123319
1200,law,False,Very Rude,sonnet-4.5,0,7,E,E,False,2026-02-08T14:35:02.123319
8058,math,True,Very Rude,sonnet-4.5,0,10,"I need to find the determinant of the matrix [[0, 1, 2], [",I,False,2026-02-08T14:35:02.123319
2926,biology,True,Very Polite,gemini-3,0,10,I,I,False,2026-02-08T14:35:14.525860
586,business,False,Very Polite,gemini-3,0,10,B,B,False,2026-02-08T14:35:14.525860
4315,chemistry,False,Very Polite,gemini-3,0,10,I,I,False,2026-02-08T14:35:14.525860
10532,computer science,False,Very Polite,gemini-3,0,10,I,I,False,2026-02-08T14:35:14.525860
7329,economics,True,Very Polite,gemini-3,0,10,B,B,False,2026-02-08T14:35:14.525860
11862,engineering,False,Very Polite,gemini-3,0,10,I,I,False,2026-02-08T14:35:14.525860
6089,health,True,Very Polite,gemini-3,0,10,B,B,False,2026-02-08T14:35:14.525860
4942,history,False,Very Polite,gemini-3,0,10,D,D,False,2026-02-08T14:35:14.525860
1200,law,True,Very Polite,gemini-3,0,7,D,D,False,2026-02-08T14:35:14.525860
8058,math,False,Very Polite,gemini-3,0,10,H,H,False,2026-02-08T14:35:14.525860
2926,biology,True,Polite,gemini-3,0,10,I,I,False,2026-02-08T14:35:26.662285
586,business,False,Polite,gemini-3,0,10,D,D,False,2026-02-08T14:35:26.662285
4315,chemistry,False,Polite,gemini-3,0,10,C,C,False,2026-02-08T14:35:26.662285
10532,computer science,False,Polite,gemini-3,0,10,I,I,False,2026-02-08T14:35:26.662285
7329,economics,True,Polite,gemini-3,0,10,B,B,False,2026-02-08T14:35:26.662285
11862,engineering,False,Polite,gemini-3,0,10,I,I,False,2026-02-08T14:35:26.662285
6089,health,True,Polite,gemini-3,0,10,B,B,False,2026-02-08T14:35:26.662285
4942,history,True,Polite,gemini-3,0,10,F,F,False,2026-02-08T14:35:26.662285
1200,law,True,Polite,gemini-3,0,7,D,D,False,2026-02-08T14:35:26.662285
8058,math,True,Polite,gemini-3,0,10,I,I,False,2026-02-08T14:35:26.662285
2926,biology,True,Neutral,gemini-3,0,10,I,I,False,2026-02-08T14:35:39.085851
586,business,False,Neutral,gemini-3,0,10,D,D,False,2026-02-08T14:35:39.085851
4315,chemistry,True,Neutral,gemini-3,0,10,J,J,False,2026-02-08T14:35:39.085851
10532,computer science,False,Neutral,gemini-3,0,10,I,I,False,2026-02-08T14:35:39.085851
7329,economics,True,Neutral,gemini-3,0,10,B,B,False,2026-02-08T14:35:39.085851
11862,engineering,False,Neutral,gemini-3,0,10,I,I,False,2026-02-08T14:35:39.085851
6089,health,True,Neutral,gemini-3,0,10,B,B,False,2026-02-08T14:35:39.085851
4942,history,False,Neutral,gemini-3,0,10,D,D,False,2026-02-08T14:35:39.085851
1200,law,True,Neutral,gemini-3,0,7,D,D,False,2026-02-08T14:35:39.085851
8058,math,False,Neutral,gemini-3,0,10,H,H,False,2026-02-08T14:35:39.085851
2926,biology,True,Rude,gemini-3,0,10,I,I,False,2026-02-08T14:35:51.131529
586,business,False,Rude,gemini-3,0,10,B,B,False,2026-02-08T14:35:51.131529
4315,chemistry,True,Rude,gemini-3,0,10,J,J,False,2026-02-08T14:35:51.131529
10532,computer science,False,Rude,gemini-3,0,10,I,I,False,2026-02-08T14:35:51.131529
7329,economics,True,Rude,gemini-3,0,10,B,B,False,2026-02-08T14:35:51.131529
11862,engineering,False,Rude,gemini-3,0,10,I,I,False,2026-02-08T14:35:51.131529
6089,health,True,Rude,gemini-3,0,10,B,B,False,2026-02-08T14:35:51.131529
4942,history,True,Rude,gemini-3,0,10,F,F,False,2026-02-08T14:35:51.131529
1200,law,True,Rude,gemini-3,0,7,D,D,False,2026-02-08T14:35:51.131529
8058,math,True,Rude,gemini-3,0,10,I,I,False,2026-02-08T14:35:51.131529
2926,biology,True,Very Rude,gemini-3,0,10,I,I,False,2026-02-08T14:35:53.552352
586,business,False,Very Rude,gemini-3,0,10,D,D,False,2026-02-08T14:35:53.552352
4315,chemistry,True,Very Rude,gemini-3,0,10,J,J,False,2026-02-08T14:35:53.552352
10532,computer science,False,Very Rude,gemini-3,0,10,I,I,False,2026-02-08T14:35:53.552352
7329,economics,True,Very Rude,gemini-3,0,10,B,B,False,2026-02-08T14:35:53.552352
11862,engineering,False,Very Rude,gemini-3,0,10,I,I,False,2026-02-08T14:35:53.552352
6089,health,True,Very Rude,gemini-3,0,10,B,B,False,2026-02-08T14:35:53.552352
4942,history,True,Very Rude,gemini-3,0,10,F,F,False,2026-02-08T14:35:53.552352
1200,law,True,Very Rude,gemini-3,0,7,D,D,False,2026-02-08T14:35:53.552352
8058,math,True,Very Rude,gemini-3,0,10,I,I,False,2026-02-08T14:35:53.552352
